32,,,adrien.best,US,Let's Encrypt,Let's Encrypt Authority X3,2,368333671162169620948793548237335190867504,b'sha256WithRSAEncryption',b'20201228143402Z',b'20200929143402Z',Other,https://adrien.best/
33,,,sqrljlsq7ufb14brada.monster,US,Let's Encrypt,Let's Encrypt Authority X3,2,328428139634494168942132299996075272936996,b'sha256WithRSAEncryption',b'20210213013126Z',b'20201115013126Z',Other,https://www.amazon.account-update.amaccount.sqrljlsq7ufb14brada.monster/
34,,,web3807.web04.bero-webspace.de,US,Let's Encrypt,Let's Encrypt Authority X3,2,379498857555932229868739427481175973956139,b'sha256WithRSAEncryption',b'20210209095433Z',b'20201111095433Z',Other,https://web3807.web04.bero-webspace.de/hp12/
35,,,organesh.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,17148542474405785453756153424682632008,b'sha256WithRSAEncryption',b'20210127235959Z',b'20201029000000Z',DocuSign,https://organesh.com/e-Sign/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
36,US,Google LLC,*.google.com,US,Google Trust Services,GTS CA 1O1,2,80439504778564955301343259468220060818,b'sha256WithRSAEncryption',b'20210120161836Z',b'20201028161836Z',Facebook,https://sites.google.com/view/1wdda8mhaknqlf3t2fa1z9mnhb8fym,"http://crl.pki.goog/GTS1O1core.crl
"
37,,,ankama-pro.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,301389307857902324195255048180081841045,b'sha256WithRSAEncryption',b'20211102235959Z',b'20201102000000Z',Google,https://ankama-pro.com/ankama////
38,,,ecoanova.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,308055661906332938834107754263738715738,b'sha256WithRSAEncryption',b'20210206235959Z',b'20201108000000Z',Other,https://ecoanova.com/wp-includes/css/dist/-/MARKET/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
39,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,11322644380957609601787074969122357010,b'ecdsa-with-SHA256',b'20211112235959Z',b'20201113000000Z',Other,https://lsoeo8.tk/login,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
40,,,drivetransfer.org,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,33323676704404595969438207100365051516,b'sha256WithRSAEncryption',b'20210130235959Z',b'20201101000000Z',Other,https://www.drivetransfer.org/Payment2/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
41,,,halifax.secureonline-update.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,225710840092820930877474717552918451699,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,http://halifax.secureonline-update.com/
42,,,halifax.secureonline-update.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,225710840092820930877474717552918451699,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,https://halifax.secureonline-update.com/Login.php
43,,,halifax.onlipayee-authenticate-device.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,41588956430693180963551675207161051872,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,http://halifax.onlipayee-authenticate-device.com/
44,,,halifax.onlipayee-authenticate-device.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,41588956430693180963551675207161051872,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,https://halifax.onlipayee-authenticate-device.com/Login.php
45,,,halifax.secureonline-digital.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,67273387168310172650000879846235322608,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,https://halifax.secureonline-digital.com/Login.php
46,,,halifax.secureonline-digital.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,67273387168310172650000879846235322608,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,http://halifax.secureonline-digital.com/
47,,,halifax.device-secure.uk,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,27695932292556251788945282868340777170,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,https://halifax.device-secure.uk/Login.php
48,,,halifax.device-secure.uk,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,27695932292556251788945282868340777170,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,http://halifax.device-secure.uk/
49,,,halifax.authorise-logins.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,112535900905556815730737489703027330889,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,https://halifax.authorise-logins.com/Login.php
50,,,halifax.authorise-logins.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,112535900905556815730737489703027330889,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,http://halifax.authorise-logins.com/
51,,,roastwayfoods.in,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,229261195542819120449652441419000427494,b'sha256WithRSAEncryption',b'20201218235959Z',b'20200919000000Z',Other,https://roastwayfoods.in/re.php,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
52,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Other,https://yahooupdatereview.weebly.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
53,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,11390826332360580844831550446714284017,b'ecdsa-with-SHA256',b'20210812120000Z',b'20200812000000Z',Other,http://bit.ly/3pvPGRe,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
54,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,11390826332360580844831550446714284017,b'ecdsa-with-SHA256',b'20210812120000Z',b'20200812000000Z',Other,https://urlz.fr/ef96,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
55,,,lloyds-verify-device.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,262003386104163399059705234556908136614,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,http://www.lloyds-verify-device.com/
56,,,lloyds-verify-device.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,262003386104163399059705234556908136614,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,https://www.lloyds-verify-device.com/
57,,,lloyds-verify-device.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,262003386104163399059705234556908136614,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,https://www.lloyds-verify-device.com/Login.php
58,,,lloydsbankplc.verify-new-dev-auth.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,100190513907658107812847308304274563706,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,http://lloydsbankplc.verify-new-dev-auth.com/
59,,,lloydsbankplc.verify-new-dev-auth.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,100190513907658107812847308304274563706,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,https://lloydsbankplc.verify-new-dev-auth.com/
60,,,lloydsbankplc.verify-new-dev-auth.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,100190513907658107812847308304274563706,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,https://lloydsbankplc.verify-new-dev-auth.com/Login.php
61,,,cliquedin.com.br,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,159286641943362422485737104733770049238,b'sha256WithRSAEncryption',b'20210112235959Z',b'20201014000000Z',Other,https://cliquedin.com.br/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
62,,,online-protection.live,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,111492810069801936898586999857613549843,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,https://online-protection.live/Login.php
63,,,amazon.dctchiropractic.com.au,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,239534515021100164152484288437026922035,b'sha256WithRSAEncryption',b'20210212235959Z',b'20201114000000Z',Other,https://www.amazon.dctchiropractic.com.au/s/action_page.php,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
64,,,amazon.dctchiropractic.com.au,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,239534515021100164152484288437026922035,b'sha256WithRSAEncryption',b'20210212235959Z',b'20201114000000Z',Other,https://www.amazon.dctchiropractic.com.au/Billing.php,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
65,,,amazon.dctchiropractic.com.au,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,239534515021100164152484288437026922035,b'sha256WithRSAEncryption',b'20210212235959Z',b'20201114000000Z',Other,https://www.amazon.dctchiropractic.com.au/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
66,,,payeesecurity-app.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,223110327878913226848944489599470663947,b'sha256WithRSAEncryption',b'20211106235959Z',b'20201106000000Z',Other,https://payeesecurity-app.com/
67,,,payeesecurity-app.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,223110327878913226848944489599470663947,b'sha256WithRSAEncryption',b'20211106235959Z',b'20201106000000Z',Other,http://payeesecurity-app.com/
68,,,secure-online-device.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,158183955691007348239209314800208376664,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,http://secure-online-device.com/
69,,,secure-online-device.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,158183955691007348239209314800208376664,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,https://secure-online-device.com/Login.php
70,,,secure-online-device.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,158183955691007348239209314800208376664,b'sha256WithRSAEncryption',b'20211114235959Z',b'20201114000000Z',Other,https://secure-online-device.com/
71,,,clientesmultired1bn-corm-pe.xyz,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,330919254253281687700824807946566188920,b'sha256WithRSAEncryption',b'20211113235959Z',b'20201113000000Z',Other,https://clientesmultired1bn-corm-pe.xyz/BNWeb/lnicio/
72,,,webdisk.drcristianoamaral.com.br,US,Let's Encrypt,Let's Encrypt Authority X3,2,347138957886323554317448040555458411724989,b'sha256WithRSAEncryption',b'20201217133043Z',b'20200918133043Z',Other,https://drcristianoamaral.com.br/wp-content/upload/fixed_new/customer_center/customer-IDPP00C115/login.php
73,,,www.amazon-eh.xyz,US,Let's Encrypt,Let's Encrypt Authority X3,2,289651165610054103300897249261407770542980,b'sha256WithRSAEncryption',b'20210203043812Z',b'20201105043812Z',Other,https://amazon-eh.xyz/pc/index.php?openid.pape.max_auth_age=0&amp;openid.return_to=https://www.smbc.co.jp/?ref_=nav_em_hd_re_signin&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;&amp;ref_=nav_em_hd_clc_signinhttps://www.smbc.co.jp
74,,,www.konflikthandtering.org,BE,GlobalSign nv-sa,AlphaSSL CA - SHA256 - G2,2,28918762203318623223854233991,b'sha256WithRSAEncryption',b'20211109055726Z',b'20201008055726Z',Other,https://konflikthandtering.org/c6dj29x0/emaila.php?&amp;1RfuwEYHaAzwzhxefFDWCYf0sJhx0CytTMHdItgHXwPvR4TFClw6b2oExgvmFtVY7auBHtuDcWR5xi6dBNeOBzzo7nZ3aTjpvZ47jw5Ov5gUX44LKYQgNfSrPCZRkl2Jy181Vms7a6diEKPRDoBuTEt1Q7BFRZmbmakFDgXgmmhIt1irwmln3rmP3cMu2veIZvDDCG4C,"http://crl2.alphassl.com/gs/gsalphasha2g2.crl
"
75,,,www.konflikthandtering.org,BE,GlobalSign nv-sa,AlphaSSL CA - SHA256 - G2,2,28918762203318623223854233991,b'sha256WithRSAEncryption',b'20211109055726Z',b'20201008055726Z',Other,https://konflikthandtering.org/c6dj29x0/email.php,"http://crl2.alphassl.com/gs/gsalphasha2g2.crl
"
76,,,www.konflikthandtering.org,BE,GlobalSign nv-sa,AlphaSSL CA - SHA256 - G2,2,28918762203318623223854233991,b'sha256WithRSAEncryption',b'20211109055726Z',b'20201008055726Z',Other,https://konflikthandtering.org/c6dj29x0/acct.php?&amp;dYhaaMQP9GmcCbwMT55hHZtVVdHbZBtQOrdlSuk8W1XFYDtdEJnOLYG0rtN3kxN1Fl6T346JmxuEKShl7qDXNWLf9RUH8Ix2q0diu20p99sHtc09B4TtB0WabDIm3tsGgdOMFGK6P9bmQqGeq43Wd5OJ0hRPprkEMCJ9KLoz624s2Y92TegxnkRkR9Z2HWuBIZKFsoTf,"http://crl2.alphassl.com/gs/gsalphasha2g2.crl
"
77,,,www.konflikthandtering.org,BE,GlobalSign nv-sa,AlphaSSL CA - SHA256 - G2,2,28918762203318623223854233991,b'sha256WithRSAEncryption',b'20211109055726Z',b'20201008055726Z',Other,https://konflikthandtering.org/c6dj29x0/emaila.php?&amp;P0mrYJfkC6EqMxMoMfFXBuLYs9zAweyhsDWRWZnYf6Z3iMKRlkRFRArgmZdNCLwfpTWkYTUS0g3QDfEr5SpBLYSyDkFTWF2pfguWyjFOmq6cUJLZ0CN8rF2h5Zt3SKbWozksQPvepQ7C8KggEEOBnDTi627Dx5nPlxV845hkwAUPOlRNsFIUzxwq12I0QrDSYDvJJhfK,"http://crl2.alphassl.com/gs/gsalphasha2g2.crl
"
78,,,www.konflikthandtering.org,BE,GlobalSign nv-sa,AlphaSSL CA - SHA256 - G2,2,28918762203318623223854233991,b'sha256WithRSAEncryption',b'20211109055726Z',b'20201008055726Z',Other,https://konflikthandtering.org/c6dj29x0/email.php?&amp;EJJs3GzX4gE5ZGs3wLxs9x73gOSnFhnLtjN43olizK7qNQT9OfYINXaYWbp4xxhdhlWl2POu8IRLXNIjaBhICtvC8RVBboBG3zlsnfpqm2V4yVXxa6pErzBuZd0JkGZIPpbfDefeFaDyIL74vqcWP62fFHuhwatarP3sVX6RuppKuu0SQ401JCQbHmGZ8tjxjnnoMelh,"http://crl2.alphassl.com/gs/gsalphasha2g2.crl
"
79,,,www.konflikthandtering.org,BE,GlobalSign nv-sa,AlphaSSL CA - SHA256 - G2,2,28918762203318623223854233991,b'sha256WithRSAEncryption',b'20211109055726Z',b'20201008055726Z',Other,https://konflikthandtering.org/c6dj29x0/login.php?C7mWARyEHcUNdpCbioizPMXxALfcmch399hidK3XnfOoJ4CucFRgZN087eFRoTTGW6j1SssNZiYP8OGh8eZcpJjB6fOlgG7FGCp3v0oW3YhgOjCYQgw40F45Qcux2LnSpx3KFxkmjkzWlnDyq6UV8Zr4z9LouLzpRgzAAovNShlM1EaZYCCX8kgdZL6MbasadVJ433z2=,"http://crl2.alphassl.com/gs/gsalphasha2g2.crl
"
80,,,www.konflikthandtering.org,BE,GlobalSign nv-sa,AlphaSSL CA - SHA256 - G2,2,28918762203318623223854233991,b'sha256WithRSAEncryption',b'20211109055726Z',b'20201008055726Z',Other,https://konflikthandtering.org/c6dj29x0/acct.php?&amp;ZEAhcM17psq9xkXUAhXWzZFbR2q33O2XRdObj8CEKS7yrox9by2WOeGmdgUpSy9m2LqdVB21vBWGkOz6o3f8B6SiRiEngSVvRZa1pdf1QFQFJy7w7pfog4vOPK8cWbLyTdahmXcTZu2a2R4a8tnsGwFxLV0cmroYPYh4DmYaWJGBKNzBfQr0hGIQ9P2v90k0QMyiKM0b,"http://crl2.alphassl.com/gs/gsalphasha2g2.crl
"
81,,,www.konflikthandtering.org,BE,GlobalSign nv-sa,AlphaSSL CA - SHA256 - G2,2,28918762203318623223854233991,b'sha256WithRSAEncryption',b'20211109055726Z',b'20201008055726Z',Other,https://konflikthandtering.org/c6dj29x0/emaila.php?&amp;kquFRlBAJkXdmwb9MenzP4L2KWuiKwxazioazMlOSUcaJHxOXwkdBlaRD12HBmFkZN38KfFiSxdpuwDr9LjNtRnwK7tWxbIKhTtGY9h0cOrrV1QJcPvQ57g4niavDG5idcFkfN7k2Lcd9GtKaZYzsQpX5EHsjHST0qg8Io7RGrttpTu36yzzdhiivr8CouaV1TWhsXdC,"http://crl2.alphassl.com/gs/gsalphasha2g2.crl
"
82,,,www.konflikthandtering.org,BE,GlobalSign nv-sa,AlphaSSL CA - SHA256 - G2,2,28918762203318623223854233991,b'sha256WithRSAEncryption',b'20211109055726Z',b'20201008055726Z',Other,https://konflikthandtering.org/c6dj29x0/email.php?&amp;MFzDw44MkjgemVrBzNosRX33FKhuy1vXKVtVjQ66XsbCw7zr5rF7lsVkxonMquMbpfeoVInqsZ8VlNftBFgpeWFCCxnsQfcLrePdMzbrTkQQGj81z0c4NrLOS8o6UTOg6HNdZpYTRKq5EQmZO3vkCUxOQudNQBty1HVhdRqJTsIbu2AzjvP89pL8sgfuvYbB1RHvtpWh,"http://crl2.alphassl.com/gs/gsalphasha2g2.crl
"
83,,,www.konflikthandtering.org,BE,GlobalSign nv-sa,AlphaSSL CA - SHA256 - G2,2,28918762203318623223854233991,b'sha256WithRSAEncryption',b'20211109055726Z',b'20201008055726Z',Other,https://konflikthandtering.org/c6dj29x0/login.php,"http://crl2.alphassl.com/gs/gsalphasha2g2.crl
"
84,,,webdisk.drcristianoamaral.com.br,US,Let's Encrypt,Let's Encrypt Authority X3,2,347138957886323554317448040555458411724989,b'sha256WithRSAEncryption',b'20201217133043Z',b'20200918133043Z',Other,https://drcristianoamaral.com.br/wp-content/upload/fixed_new/customer_center/customer-IDPP00C615/login.php
85,,,littlefoots.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,269305335799505569454720306551434278268868,b'sha256WithRSAEncryption',b'20201204234545Z',b'20200905234545Z',Other,https://littlefoots.ru/ed7f256c82cbd5a3710e1c91a630eeb5/
86,,,littlefoots.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,269305335799505569454720306551434278268868,b'sha256WithRSAEncryption',b'20201204234545Z',b'20200905234545Z',Other,http://littlefoots.ru/ed7f256c82cbd5a3710e1c91a630eeb5
87,,,littlefoots.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,269305335799505569454720306551434278268868,b'sha256WithRSAEncryption',b'20201204234545Z',b'20200905234545Z',Other,https://littlefoots.ru/9080e1af8e5ff0de8b678479c98d5388/
88,,,littlefoots.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,269305335799505569454720306551434278268868,b'sha256WithRSAEncryption',b'20201204234545Z',b'20200905234545Z',Other,http://littlefoots.ru/litttle.php
89,,,halifax-app-update.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,54855239920151219411597260422994962515,b'sha256WithRSAEncryption',b'20211111235959Z',b'20201111000000Z',Other,http://www.halifax-app-update.com/Login.php
