42,,,floridahouseboatrentals.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,128916668674415353649837609948659909620,b'sha256WithRSAEncryption',b'20210303235959Z',b'20201203000000Z',Other,http://floridahouseboatrentals.com/login/login.php?cmd=login_submit&amp;id=892cc0faa1c7dc4fbdece056e54e0b04892cc0faa1c7dc4fbdece056e54e0b04&amp;session=892cc0faa1c7dc4fbdece056e54e0b04892cc0faa1c7dc4fbdece056e54e0b04,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
43,,,manage-securepayee.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,71755934477376485816232520185088740600,b'sha256WithRSAEncryption',b'20211206235959Z',b'20201206000000Z',Other,https://www.manage-securepayee.com/Halifax/Login.php
44,,,manage-securepayee.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,71755934477376485816232520185088740600,b'sha256WithRSAEncryption',b'20211206235959Z',b'20201206000000Z',Other,http://www.manage-securepayee.com/Halifax/
45,US,"Amazon.com, Inc.",www.amazon.co.jp,US,DigiCert Inc,DigiCert Global CA G2,2,5769881613033434095976240390395081042,b'sha256WithRSAEncryption',b'20211027235959Z',b'20201105000000Z',Other,http://160.119.70.215/ap/signin?key=a@b.c&amp;openid.assoc_handle=jpflex&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.mode=checkid_setup&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;openid.pape.max_auth_age=0&amp;openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&amp;ref_=nav_em_hd_clc_signin,"http://crl4.digicert.com/DigiCertGlobalCAG2.crl
"
46,US,"Amazon.com, Inc.",www.amazon.co.jp,US,DigiCert Inc,DigiCert Global CA G2,2,5769881613033434095976240390395081042,b'sha256WithRSAEncryption',b'20211027235959Z',b'20201105000000Z',Other,http://137.220.175.36/ap/signin?key=a@b.c&amp;openid.assoc_handle=jpflex&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.mode=checkid_setup&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;openid.pape.max_auth_age=0&amp;openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&amp;ref_=nav_em_hd_clc_signin,"http://crl4.digicert.com/DigiCertGlobalCAG2.crl
"
47,,,mobile-payee-login-security.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,2563434151928901006790297562571820236,b'sha256WithRSAEncryption',b'20211206235959Z',b'20201206000000Z',Other,https://www.mobile-payee-login-security.com/Login.php
48,,,verify-online-security.me,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,6244247202444644764984232038287883620,b'sha256WithRSAEncryption',b'20211206235959Z',b'20201206000000Z',Other,https://www.verify-online-security.me/Login.php
49,,,hali.online-bankaccount.live,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,176417084863935602791885237430793886628,b'sha256WithRSAEncryption',b'20211206235959Z',b'20201206000000Z',Other,https://hali.online-bankaccount.live/
50,,,hali.online-bankaccount.live,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,176417084863935602791885237430793886628,b'sha256WithRSAEncryption',b'20211206235959Z',b'20201206000000Z',Other,https://hali.online-bankaccount.live/Login.php
51,,,glitch.com,US,Amazon,Amazon,2,12953212096050194519304190911808620436,b'sha256WithRSAEncryption',b'20210318120000Z',b'20200218000000Z',Other,https://perfect-chambray-fog.glitch.me/,"http://crl.sca1b.amazontrust.com/sca1b.crl
"
52,,,hmrcgov-taxrefund.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,289061116215646454277910222115540257025,b'sha256WithRSAEncryption',b'20211206235959Z',b'20201206000000Z',Other,https://www.hmrcgov-taxrefund.com/uk/
53,,,philadelphiaout.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,256218962749743997543289958169488293699,b'sha256WithRSAEncryption',b'20210227235959Z',b'20201129000000Z',Other,https://philadelphiaout.com/bankofamerica/Bank%20of%20america%20scam%202020/en,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
54,,,philadelphiaout.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,256218962749743997543289958169488293699,b'sha256WithRSAEncryption',b'20210227235959Z',b'20201129000000Z',Other,https://philadelphiaout.com/bankofamerica/Bank%20of%20america%20scam%202020/en/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
55,,,santander.cancel-newpayees.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,332817199845381995340476324579749638166,b'sha256WithRSAEncryption',b'20211206235959Z',b'20201206000000Z',Other,http://santander.cancel-newpayees.com/
56,,,scratchperfume.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,32280131674328860056332809639388889433,b'sha256WithRSAEncryption',b'20210303235959Z',b'20201203000000Z',Other,https://scratchperfume.com/49dxms/?dg=VGltb3RoeS5IYXNraW5zQGNvcmVhbmRtYWluLmNvbQ==,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
57,,,allendzines.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,175588289339778956817781480373807148472,b'sha256WithRSAEncryption',b'20210106235959Z',b'20201008000000Z',Other,https://allendzines.com/spider/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
58,,,xirkinternational.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,297516102079851870317951711670287754118658,b'sha256WithRSAEncryption',b'20210209031623Z',b'20201111031623Z',Other,https://www.erikx.net/majo/dirkt.raif/5b334f1e0cead218bc4a2da82ec9cfcb
59,,,xirkinternational.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,297516102079851870317951711670287754118658,b'sha256WithRSAEncryption',b'20210209031623Z',b'20201111031623Z',Other,https://www.erikx.net/majo/dirkt.raif/5b334f1e0cead218bc4a2da82ec9cfcb/
60,,,dogisfamily.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,200734566945500517276195364506145219561,b'sha256WithRSAEncryption',b'20210228235959Z',b'20201130000000Z',Other,https://dogisfamily.com/Linked/LINKEDIN,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
61,,,dogisfamily.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,200734566945500517276195364506145219561,b'sha256WithRSAEncryption',b'20210228235959Z',b'20201130000000Z',Other,https://dogisfamily.com/Linked/LINKEDIN/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
62,,,santander.cancel-newpayees.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,332817199845381995340476324579749638166,b'sha256WithRSAEncryption',b'20211206235959Z',b'20201206000000Z',Other,http://santander.cancel-newpayees.com/Login.php
63,CO,Caja de Compensacion Familiar CAFAM,*.cafam.com.co,BE,GlobalSign nv-sa,GlobalSign RSA OV SSL CA 2018,2,35804324446009044647468135327,b'sha256WithRSAEncryption',b'20210417193613Z',b'20200316200702Z',Other,https://convenios.cafam.com.co/wp-includes/rest-api/fields/INETBANKbankmain.htm,"http://crl.globalsign.com/gsrsaovsslca2018.crl
"
64,,,hallfax-removepaye.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,98439390932569679345019392614027378938,b'sha256WithRSAEncryption',b'20211129235959Z',b'20201129000000Z',Other,https://hallfax-removepaye.com/d866e43690cc868bf05e01a09d02eac5/Login.php
65,,,hallfax-removepaye.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,98439390932569679345019392614027378938,b'sha256WithRSAEncryption',b'20211129235959Z',b'20201129000000Z',Other,http://hallfax-removepaye.com/d866e43690cc868bf05e01a09d02eac5
66,,,hallfax-removepaye.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,98439390932569679345019392614027378938,b'sha256WithRSAEncryption',b'20211129235959Z',b'20201129000000Z',Other,https://hallfax-removepaye.com/1e6225a86d8eaaa0dda981fe0c2f23d3/Login.php
67,,,hallfax-removepaye.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,98439390932569679345019392614027378938,b'sha256WithRSAEncryption',b'20211129235959Z',b'20201129000000Z',Other,http://hallfax-removepaye.com/1e6225a86d8eaaa0dda981fe0c2f23d3
68,,,livewellbeyond.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,380585106886412658421256743059160124218431,b'sha256WithRSAEncryption',b'20210130095048Z',b'20201101095048Z',Other,https://livewellbeyond.com/Lin/1y/?email=odin21k@daum.net
69,,,cpcalendars.emanagency.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,349403550520670438155632711885189732638017,b'sha256WithRSAEncryption',b'20210221082041Z',b'20201123082041Z',Other,https://emanagency.com/a/help/fedf6/
70,,,cpcalendars.emanagency.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,349403550520670438155632711885189732638017,b'sha256WithRSAEncryption',b'20210221082041Z',b'20201123082041Z',Other,https://emanagency.com/a/help/fedf6
71,,,amazdon.co,US,Let's Encrypt,R3,2,287657564045214213409097191326628537494921,b'sha256WithRSAEncryption',b'20210304204235Z',b'20201204204235Z',Other,https://amazdon.co/pc/
72,,,*.inmotionhosting.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,143801252232743095640997109267530103579,b'sha256WithRSAEncryption',b'20211028235959Z',b'20191029000000Z',Other,https://secure273.inmotionhosting.com/~souqpi5/Deutsch/
73,,,znn44t.com,US,Let's Encrypt,R3,2,327972907995182943592079768166865856810943,b'sha256WithRSAEncryption',b'20210306233806Z',b'20201206233806Z',Other,https://znn44t.com/banks/BMO
74,,,znn44t.com,US,Let's Encrypt,R3,2,327972907995182943592079768166865856810943,b'sha256WithRSAEncryption',b'20210306233806Z',b'20201206233806Z',Other,https://znn44t.com/banks/BMO/
75,,,triodosmanage.link,US,Let's Encrypt,R3,2,336191726034331412477983989697789390372327,b'sha256WithRSAEncryption',b'20210304135309Z',b'20201204135309Z',Other,https://triodosmanage.link/verstuurdag.php
76,,,triodosmanage.link,US,Let's Encrypt,R3,2,336191726034331412477983989697789390372327,b'sha256WithRSAEncryption',b'20210304135309Z',b'20201204135309Z',Other,https://triodosmanage.link/identifier_code.html
77,,,triodosmanage.link,US,Let's Encrypt,R3,2,336191726034331412477983989697789390372327,b'sha256WithRSAEncryption',b'20210304135309Z',b'20201204135309Z',Other,https://triodosmanage.link/gevs.html
78,,,triodosmanage.link,US,Let's Encrypt,R3,2,336191726034331412477983989697789390372327,b'sha256WithRSAEncryption',b'20210304135309Z',b'20201204135309Z',Other,https://triodosmanage.link/
79,,,triodosmanage.link,US,Let's Encrypt,R3,2,336191726034331412477983989697789390372327,b'sha256WithRSAEncryption',b'20210304135309Z',b'20201204135309Z',Other,http://triodosmanage.link/
80,,,triodosbnkngidentifier.cc,US,Let's Encrypt,R3,2,262281233055096298495649338001737047250851,b'sha256WithRSAEncryption',b'20210305185443Z',b'20201205185443Z',Other,https://triodosbnkngidentifier.cc/verstuurdag.php
81,,,triodosbnkngidentifier.cc,US,Let's Encrypt,R3,2,262281233055096298495649338001737047250851,b'sha256WithRSAEncryption',b'20210305185443Z',b'20201205185443Z',Other,https://triodosbnkngidentifier.cc/identifier_code.html
82,,,triodosbnkngidentifier.cc,US,Let's Encrypt,R3,2,262281233055096298495649338001737047250851,b'sha256WithRSAEncryption',b'20210305185443Z',b'20201205185443Z',Other,https://triodosbnkngidentifier.cc/gevs.html
83,,,triodosbnkngidentifier.cc,US,Let's Encrypt,R3,2,262281233055096298495649338001737047250851,b'sha256WithRSAEncryption',b'20210305185443Z',b'20201205185443Z',Other,https://triodosbnkngidentifier.cc/
84,,,triodosbnkngidentifier.cc,US,Let's Encrypt,R3,2,262281233055096298495649338001737047250851,b'sha256WithRSAEncryption',b'20210305185443Z',b'20201205185443Z',Other,http://triodosbnkngidentifier.cc/
85,,,bloomb2b.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,426479972110955039564517224098207389939931,b'sha256WithRSAEncryption',b'20210212104810Z',b'20201114104810Z',Other,http://bloomb2b.com/financials/IRS
86,,,bloomb2b.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,426479972110955039564517224098207389939931,b'sha256WithRSAEncryption',b'20210212104810Z',b'20201114104810Z',Other,https://bloomb2b.com/financials/IRS/
87,,,issuer-payee.link,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,60008189709379541446661003136578950493,b'sha256WithRSAEncryption',b'20211203235959Z',b'20201203000000Z',Other,https://issuer-payee.link/lloyds/Login.php
88,,,issuer-payee.link,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,60008189709379541446661003136578950493,b'sha256WithRSAEncryption',b'20211203235959Z',b'20201203000000Z',Other,http://issuer-payee.link/lloyds
89,,,*.angelahossackbooks.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,356978079278005854857167076675516386929303,b'sha256WithRSAEncryption',b'20210227014051Z',b'20201129014051Z',Other,https://angelahossackbooks.com/doc/page.php?email=&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1
90,,,review-mynewpayments.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,60038168965100789909583966807306645329,b'sha256WithRSAEncryption',b'20211206235959Z',b'20201206000000Z',Other,https://review-mynewpayments.com/Login.php
91,,,review-mynewpayments.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,60038168965100789909583966807306645329,b'sha256WithRSAEncryption',b'20211206235959Z',b'20201206000000Z',Other,http://review-mynewpayments.com/
92,,,securelink-billing.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,252853923168268215028003672586514415627,b'sha256WithRSAEncryption',b'20211206235959Z',b'20201206000000Z',Other,https://securelink-billing.com/login.php?id=e496a40f869d8e3f6492bb822a4cf974e496a40f869d8e3f6492bb822a4cf974&session=e496a40f869d8e3f6492bb822a4cf974e496a40f869d8e3f6492bb822a4cf974
93,,,securelink-billing.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,252853923168268215028003672586514415627,b'sha256WithRSAEncryption',b'20211206235959Z',b'20201206000000Z',Other,http://securelink-billing.com/
94,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,18573580303850119533265584761586774604,b'ecdsa-with-SHA256',b'20211205235959Z',b'20201206000000Z',Other,https://instagramcopyrighthelpbusiness.ml/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
95,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,18573580303850119533265584761586774604,b'ecdsa-with-SHA256',b'20211205235959Z',b'20201206000000Z',Other,http://instagramcopyrighthelpbusiness.ml/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
96,,,cpcalendars.emanagency.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,349403550520670438155632711885189732638017,b'sha256WithRSAEncryption',b'20210221082041Z',b'20201123082041Z',Other,https://emanagency.com/a/help...
97,,,saissco.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,184110170455171310155466314036569492714,b'sha256WithRSAEncryption',b'20210201235959Z',b'20201103000000Z',Other,https://www.saissco.com/sun/sun1/regions/verify.html...,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
98,,,saissco.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,184110170455171310155466314036569492714,b'sha256WithRSAEncryption',b'20210201235959Z',b'20201103000000Z',Other,https://saissco.com/sun/sun1/...,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
99,,,saissco.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,184110170455171310155466314036569492714,b'sha256WithRSAEncryption',b'20210201235959Z',b'20201103000000Z',Other,http://saissco.com/sun/sun1...,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
100,,,saissco.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,184110170455171310155466314036569492714,b'sha256WithRSAEncryption',b'20210201235959Z',b'20201103000000Z',Other,https://www.saissco.com/sun/sun1/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
101,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://offapp36.oa.r.appspot.com/xx,"http://crl.pki.goog/GTS1O1core.crl
"
102,,,nmqvzsx.cn,US,Let's Encrypt,R3,2,326727671243572625126961375257457156624110,b'sha256WithRSAEncryption',b'20210305060118Z',b'20201205060118Z',Other,http://nmqvzsx.cn/
103,,,halipayee-withdrawal.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,100795104382815273630192090240633594648,b'sha256WithRSAEncryption',b'20211205235959Z',b'20201205000000Z',Other,https://halipayee-withdrawal.com/
104,,,halipayee-withdrawal.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,100795104382815273630192090240633594648,b'sha256WithRSAEncryption',b'20211205235959Z',b'20201205000000Z',Other,https://halipayee-withdrawal.com/Login.php
105,,,newdevice-payeeissue.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,226791487103971843094973631077149597943,b'sha256WithRSAEncryption',b'20211205235959Z',b'20201205000000Z',Other,https://newdevice-payeeissue.com/Login.php
106,,,newdevice-payeeissue.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,226791487103971843094973631077149597943,b'sha256WithRSAEncryption',b'20211205235959Z',b'20201205000000Z',Other,https://newdevice-payeeissue.com/
107,,,znn44t.com,US,Let's Encrypt,R3,2,327972907995182943592079768166865856810943,b'sha256WithRSAEncryption',b'20210306233806Z',b'20201206233806Z',Other,https://znn44t.com/banks/Tangerine/pin.php
108,,,znn44t.com,US,Let's Encrypt,R3,2,327972907995182943592079768166865856810943,b'sha256WithRSAEncryption',b'20210306233806Z',b'20201206233806Z',Other,https://znn44t.com/banks/Tangerine/questions.html
109,,,znn44t.com,US,Let's Encrypt,R3,2,327972907995182943592079768166865856810943,b'sha256WithRSAEncryption',b'20210306233806Z',b'20201206233806Z',Other,https://znn44t.com/banks/Tangerine/
110,,,znn44t.com,US,Let's Encrypt,R3,2,327972907995182943592079768166865856810943,b'sha256WithRSAEncryption',b'20210306233806Z',b'20201206233806Z',Other,https://znn44t.com/banks/Desjardins/
111,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,13855240098598986843276387974064418995,b'ecdsa-with-SHA256',b'20211204235959Z',b'20201205000000Z',Other,http://com77va67.xyz/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
112,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,13855240098598986843276387974064418995,b'ecdsa-with-SHA256',b'20211204235959Z',b'20201205000000Z',Other,https://com77va67.xyz/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
